Structure,Energy,Nucleus,delta_iso
68,-67812.827199,Sn08,-657.6566860251655
68,-67812.827199,Sn09,-649.2612774466393
69,-67812.873385,Sn01,-638.3830598716313
69,-67812.873385,Sn02,-649.1407848684994
69,-67812.873385,Sn03,-649.1410673435398
69,-67812.873385,Sn04,-649.1411841773115
69,-67812.873385,Sn05,-649.1407575623234
69,-67812.873385,Sn06,-642.9644613314922
69,-67812.873385,Sn07,-661.3782218758497
69,-67812.873385,Sn08,-661.3779716634208
69,-67812.873385,Sn09,-642.9640565535838
70,-67812.872065,Sn01,-638.3356209199264
70,-67812.872065,Sn02,-642.3825942958747
70,-67812.872065,Sn03,-649.5248783698207
70,-67812.872065,Sn04,-649.4988709957047
70,-67812.872065,Sn05,-649.4611032368807
70,-67812.872065,Sn06,-660.6162134498672
70,-67812.872065,Sn07,-649.7635639975192
70,-67812.872065,Sn08,-661.4232779634058
70,-67812.872065,Sn09,-642.4149591527307
71,-67812.889361,Sn01,-637.9256827746485
71,-67812.889361,Sn02,-649.3464702566998
71,-67812.889361,Sn03,-642.5502400323694
71,-67812.889361,Sn04,-647.5803691586416
71,-67812.889361,Sn05,-642.2364476693565
71,-67812.889361,Sn06,-659.878063596876
71,-67812.889361,Sn07,-650.8663584682299
71,-67812.889361,Sn08,-659.7075369813447
71,-67812.889361,Sn09,-642.8207866803855
72,-67812.869151,Sn01,-638.5844983116413
72,-67812.869151,Sn02,-642.312549176002
72,-67812.869151,Sn03,-642.3121432804201
72,-67812.869151,Sn04,-649.5637527523877
72,-67812.869151,Sn05,-649.5635292173097
72,-67812.869151,Sn06,-661.0146452211952
72,-67812.869151,Sn07,-661.0141311099978
72,-67812.869151,Sn08,-649.5035101774347
72,-67812.869151,Sn09,-649.5039476684433
73,-67812.775175,Sn01,-658.296471044559
73,-67812.775175,Sn02,-658.2967526341145
73,-67812.775175,Sn03,-658.2968431763356
73,-67812.775175,Sn04,-658.2968560004447
73,-67812.775175,Sn05,-660.1999355535495
73,-67812.775175,Sn06,-660.1998971773692
73,-67812.775175,Sn07,-660.199917161342
73,-67812.775175,Sn08,-660.2003145216254
73,-67812.775175,Sn09,-657.4566664563604
74,-67812.805721,Sn01,-651.2454821689789
74,-67812.805721,Sn02,-656.0054066769912
74,-67812.805721,Sn03,-658.982865622268
74,-67812.805721,Sn04,-656.5293190392968
74,-67812.805721,Sn05,-658.9826987954834
74,-67812.805721,Sn06,-651.2453469640623
74,-67812.805721,Sn07,-656.3185482027156
74,-67812.805721,Sn08,-660.3022691499873
74,-67812.805721,Sn09,-656.3194386440255
75,-67812.845958,Sn01,-648.3621759499656
75,-67812.845958,Sn02,-659.5633188879237
75,-67812.845958,Sn03,-658.3003506424084
75,-67812.845958,Sn04,-641.4358882007978
75,-67812.845958,Sn05,-658.2473019362747
75,-67812.845958,Sn06,-647.9450067145331
75,-67812.845958,Sn07,-653.9285530579432
75,-67812.845958,Sn08,-659.4985165975713
75,-67812.845958,Sn09,-648.062913160807
76,-67812.860697,Sn01,-641.26561909877
76,-67812.860697,Sn02,-656.6175291276259
76,-67812.860697,Sn03,-659.0315643639037
76,-67812.860697,Sn04,-648.2802956588048
76,-67812.860697,Sn05,-657.3442790173153
76,-67812.860697,Sn06,-649.1708677216375
76,-67812.860697,Sn07,-659.6779123654155
76,-67812.860697,Sn08,-658.786409367458
76,-67812.860697,Sn09,-648.8122496876563
77,-67812.854951,Sn01,-642.660426438797
77,-67812.854951,Sn02,-656.9912818287348
77,-67812.854951,Sn03,-652.6814412212416
77,-67812.854951,Sn04,-646.7033885602214
77,-67812.854951,Sn05,-659.9283428408157
77,-67812.854951,Sn06,-650.9226231847651
77,-67812.854951,Sn07,-652.2919948141184
77,-67812.854951,Sn08,-657.0588392785576
77,-67812.854951,Sn09,-646.9200730937914
78,-67812.876627,Sn01,-649.5841532506997
78,-67812.876627,Sn02,-642.4622597877656
78,-67812.876627,Sn03,-649.5843996477251
78,-67812.876627,Sn04,-642.4618625579906
78,-67812.876627,Sn05,-649.5843527827792
78,-67812.876627,Sn06,-649.5843700717387
78,-67812.876627,Sn07,-661.8306960601258
78,-67812.876627,Sn08,-661.8310316442312
78,-67812.876627,Sn09,-638.9910214139863
79,-67812.898352,Sn01,-649.3573453958797
79,-67812.898352,Sn02,-642.1988391708651
79,-67812.898352,Sn03,-642.1993404604541
79,-67812.898352,Sn04,-649.3579370024399
79,-67812.898352,Sn05,-649.0517232256398
79,-67812.898352,Sn06,-643.4763420120953
79,-67812.898352,Sn07,-659.2422469167732
79,-67812.898352,Sn08,-659.2426567730708
79,-67812.898352,Sn09,-639.3222134317198
80,-67812.801202,Sn01,-656.0603602769452
80,-67812.801202,Sn02,-659.1508956756802
80,-67812.801202,Sn03,-659.1506018891805
80,-67812.801202,Sn04,-656.060735661596
80,-67812.801202,Sn05,-659.2506796666275
80,-67812.801202,Sn06,-658.6599462822373
80,-67812.801202,Sn07,-659.2505461059936
80,-67812.801202,Sn08,-658.6598700486984
80,-67812.801202,Sn09,-656.2655024142568
81,-67812.891188,Sn01,-649.6632268046483
81,-67812.891188,Sn02,-649.9244858950674
81,-67812.891188,Sn03,-649.6638212086973
81,-67812.891188,Sn04,-649.9242751696233
81,-67812.891188,Sn05,-647.5329431737332
81,-67812.891188,Sn06,-647.5336944174737
81,-67812.891188,Sn07,-650.3702298021581
81,-67812.891188,Sn08,-652.4222644257661
81,-67812.891188,Sn09,-650.3712578980385
82,-67812.845580,Sn01,-658.4351176922901
82,-67812.845580,Sn02,-656.5103280922353
82,-67812.845580,Sn03,-658.4358733509794
82,-67812.845580,Sn04,-656.5101162005117
82,-67812.845580,Sn05,-658.4351665950844
82,-67812.845580,Sn06,-658.4344737550432
82,-67812.845580,Sn07,-659.3831695654094
82,-67812.845580,Sn08,-656.7198414256918
82,-67812.845580,Sn09,-659.3830548161382
<class 'numpy.ndarray'>
[[0. 0. 0.]]
