 Configuration with minimum energy:           82
 Configuration with maximum energy:           53

Temperature=    300.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
        42        96  0.102955E+00      0.0078      0.0001
        43        96  0.104044E+00      0.0077      0.0001
        44        96  0.792690E-01      0.0107      0.0001
        45        96  0.102290E+00      0.0079      0.0001
        46       192  0.935600E-01      0.0177      0.0001
        47       192  0.109509E+00      0.0143      0.0001
        48       192  0.788530E-01      0.0215      0.0001
        49       192  0.730000E-01      0.0232      0.0001
        50       192  0.922970E-01      0.0180      0.0001
        51        48  0.906280E-01      0.0046      0.0001
        52        96  0.103567E+00      0.0077      0.0001
        53        48  0.160354E+00      0.0018      0.0000
        54        96  0.136382E+00      0.0050      0.0001
        55       192  0.132060E+00      0.0106      0.0001
        56       192  0.127334E+00      0.0113      0.0001
        57        32  0.140170E+00      0.0016      0.0000
        58        96  0.117039E+00      0.0065      0.0001
        59        96  0.117579E+00      0.0064      0.0001
        60       192  0.106697E+00      0.0148      0.0001
        61        96  0.107996E+00      0.0073      0.0001
        62        16  0.138538E+00      0.0008      0.0001
        63        96  0.770730E-01      0.0110      0.0001
        64       192  0.465440E-01      0.0330      0.0002
        65       192  0.687520E-01      0.0246      0.0001
        66       192  0.493650E-01      0.0318      0.0002
        67       192  0.606230E-01      0.0274      0.0001
        68        64  0.743950E-01      0.0076      0.0001
        69        96  0.446280E-01      0.0169      0.0002
        70       192  0.585520E-01      0.0282      0.0001
        71       192  0.476710E-01      0.0325      0.0002
        72        96  0.822170E-01      0.0103      0.0001
        73       192  0.498970E-01      0.0316      0.0002
        74        96  0.866720E-01      0.0097      0.0001
        75        96  0.344860E-01      0.0194      0.0002
        76       192  0.816420E-01      0.0207      0.0001
        77        96  0.715230E-01      0.0118      0.0001
        78        96  0.118694E+00      0.0063      0.0001
        79        96  0.918770E-01      0.0090      0.0001
        80        48  0.962130E-01      0.0043      0.0001
        81        32  0.699580E-01      0.0040      0.0001
        82        16  0.000000E+00      0.0051      0.0003


Temperature=   1273.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1       192  0.126190E+00      0.0131      0.0001
         2        48  0.922770E-01      0.0045      0.0001
         3        96  0.121065E+00      0.0069      0.0001
         4        96  0.155099E+00      0.0050      0.0001
         5        48  0.159765E+00      0.0024      0.0001
         6        96  0.138779E+00      0.0059      0.0001
         7        96  0.106118E+00      0.0079      0.0001
         8       192  0.127468E+00      0.0130      0.0001
         9       192  0.109180E+00      0.0153      0.0001
        10       192  0.961610E-01      0.0173      0.0001
        11       192  0.824290E-01      0.0196      0.0001
        12       192  0.101496E+00      0.0164      0.0001
        13       192  0.917300E-01      0.0180      0.0001
        14       192  0.116155E+00      0.0144      0.0001
        15       192  0.121911E+00      0.0137      0.0001
        16       192  0.956900E-01      0.0173      0.0001
        17       192  0.912920E-01      0.0181      0.0001
        18       192  0.913950E-01      0.0180      0.0001
        19        96  0.851570E-01      0.0095      0.0001
        20        96  0.984460E-01      0.0085      0.0001
        21       192  0.137701E+00      0.0118      0.0001
        22       192  0.118752E+00      0.0141      0.0001
        23        96  0.157620E+00      0.0049      0.0001
        24        96  0.146379E+00      0.0055      0.0001
        25       192  0.136935E+00      0.0119      0.0001
        26       192  0.121064E+00      0.0138      0.0001
        27       192  0.113960E+00      0.0147      0.0001
        28       192  0.122008E+00      0.0136      0.0001
        29        96  0.106937E+00      0.0078      0.0001
        30       192  0.145661E+00      0.0110      0.0001
        31        96  0.144624E+00      0.0056      0.0001
        32       192  0.128507E+00      0.0129      0.0001
        33       192  0.115360E+00      0.0145      0.0001
        34       192  0.138291E+00      0.0118      0.0001
        35       192  0.124860E+00      0.0133      0.0001
        36       192  0.108384E+00      0.0154      0.0001
        37       192  0.130188E+00      0.0127      0.0001
        38        96  0.121257E+00      0.0069      0.0001
        39       192  0.100861E+00      0.0165      0.0001
        40        96  0.137945E+00      0.0059      0.0001
        41       192  0.101536E+00      0.0164      0.0001
        42        96  0.102955E+00      0.0081      0.0001
        43        96  0.104044E+00      0.0080      0.0001
        44        96  0.792690E-01      0.0101      0.0001
        45        96  0.102290E+00      0.0082      0.0001
        46       192  0.935600E-01      0.0177      0.0001
        47       192  0.109509E+00      0.0153      0.0001
        48       192  0.788530E-01      0.0202      0.0001
        49       192  0.730000E-01      0.0213      0.0001
        50       192  0.922970E-01      0.0179      0.0001
        51        48  0.906280E-01      0.0045      0.0001
        52        96  0.103567E+00      0.0081      0.0001
        53        48  0.160354E+00      0.0024      0.0001
        54        96  0.136382E+00      0.0060      0.0001
        55       192  0.132060E+00      0.0124      0.0001
        56       192  0.127334E+00      0.0130      0.0001
        57        32  0.140170E+00      0.0019      0.0001
        58        96  0.117039E+00      0.0071      0.0001
        59        96  0.117579E+00      0.0071      0.0001
        60       192  0.106697E+00      0.0157      0.0001
        61        96  0.107996E+00      0.0078      0.0001
        62        16  0.138538E+00      0.0010      0.0001
        63        96  0.770730E-01      0.0103      0.0001
        64       192  0.465440E-01      0.0271      0.0001
        65       192  0.687520E-01      0.0222      0.0001
        66       192  0.493650E-01      0.0265      0.0001
        67       192  0.606230E-01      0.0239      0.0001
        68        64  0.743950E-01      0.0070      0.0001
        69        96  0.446280E-01      0.0138      0.0001
        70       192  0.585520E-01      0.0243      0.0001
        71       192  0.476710E-01      0.0269      0.0001
        72        96  0.822170E-01      0.0098      0.0001
        73       192  0.498970E-01      0.0263      0.0001
        74        96  0.866720E-01      0.0094      0.0001
        75        96  0.344860E-01      0.0151      0.0002
        76       192  0.816420E-01      0.0197      0.0001
        77        96  0.715230E-01      0.0108      0.0001
        78        96  0.118694E+00      0.0070      0.0001
        79        96  0.918770E-01      0.0090      0.0001
        80        48  0.962130E-01      0.0043      0.0001
        81        32  0.699580E-01      0.0037      0.0001
        82        16  0.000000E+00      0.0035      0.0002


Temperature=   1673.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1       192  0.126190E+00      0.0140      0.0001
         2        48  0.922770E-01      0.0044      0.0001
         3        96  0.121065E+00      0.0073      0.0001
         4        96  0.155099E+00      0.0057      0.0001
         5        48  0.159765E+00      0.0028      0.0001
         6        96  0.138779E+00      0.0064      0.0001
         7        96  0.106118E+00      0.0081      0.0001
         8       192  0.127468E+00      0.0139      0.0001
         9       192  0.109180E+00      0.0158      0.0001
        10       192  0.961610E-01      0.0173      0.0001
        11       192  0.824290E-01      0.0190      0.0001
        12       192  0.101496E+00      0.0166      0.0001
        13       192  0.917300E-01      0.0178      0.0001
        14       192  0.116155E+00      0.0150      0.0001
        15       192  0.121911E+00      0.0144      0.0001
        16       192  0.956900E-01      0.0173      0.0001
        17       192  0.912920E-01      0.0179      0.0001
        18       192  0.913950E-01      0.0178      0.0001
        19        96  0.851570E-01      0.0093      0.0001
        20        96  0.984460E-01      0.0085      0.0001
        21       192  0.137701E+00      0.0129      0.0001
        22       192  0.118752E+00      0.0148      0.0001
        23        96  0.157620E+00      0.0056      0.0001
        24        96  0.146379E+00      0.0061      0.0001
        25       192  0.136935E+00      0.0130      0.0001
        26       192  0.121064E+00      0.0145      0.0001
        27       192  0.113960E+00      0.0153      0.0001
        28       192  0.122008E+00      0.0144      0.0001
        29        96  0.106937E+00      0.0080      0.0001
        30       192  0.145661E+00      0.0122      0.0001
        31        96  0.144624E+00      0.0062      0.0001
        32       192  0.128507E+00      0.0138      0.0001
        33       192  0.115360E+00      0.0151      0.0001
        34       192  0.138291E+00      0.0129      0.0001
        35       192  0.124860E+00      0.0141      0.0001
        36       192  0.108384E+00      0.0159      0.0001
        37       192  0.130188E+00      0.0136      0.0001
        38        96  0.121257E+00      0.0073      0.0001
        39       192  0.100861E+00      0.0167      0.0001
        40        96  0.137945E+00      0.0065      0.0001
        41       192  0.101536E+00      0.0166      0.0001
        42        96  0.102955E+00      0.0082      0.0001
        43        96  0.104044E+00      0.0082      0.0001
        44        96  0.792690E-01      0.0097      0.0001
        45        96  0.102290E+00      0.0083      0.0001
        46       192  0.935600E-01      0.0176      0.0001
        47       192  0.109509E+00      0.0157      0.0001
        48       192  0.788530E-01      0.0195      0.0001
        49       192  0.730000E-01      0.0203      0.0001
        50       192  0.922970E-01      0.0177      0.0001
        51        48  0.906280E-01      0.0045      0.0001
        52        96  0.103567E+00      0.0082      0.0001
        53        48  0.160354E+00      0.0028      0.0001
        54        96  0.136382E+00      0.0065      0.0001
        55       192  0.132060E+00      0.0135      0.0001
        56       192  0.127334E+00      0.0139      0.0001
        57        32  0.140170E+00      0.0021      0.0001
        58        96  0.117039E+00      0.0075      0.0001
        59        96  0.117579E+00      0.0074      0.0001
        60       192  0.106697E+00      0.0160      0.0001
        61        96  0.107996E+00      0.0080      0.0001
        62        16  0.138538E+00      0.0011      0.0001
        63        96  0.770730E-01      0.0099      0.0001
        64       192  0.465440E-01      0.0244      0.0001
        65       192  0.687520E-01      0.0209      0.0001
        66       192  0.493650E-01      0.0239      0.0001
        67       192  0.606230E-01      0.0221      0.0001
        68        64  0.743950E-01      0.0067      0.0001
        69        96  0.446280E-01      0.0123      0.0001
        70       192  0.585520E-01      0.0224      0.0001
        71       192  0.476710E-01      0.0242      0.0001
        72        96  0.822170E-01      0.0095      0.0001
        73       192  0.498970E-01      0.0238      0.0001
        74        96  0.866720E-01      0.0092      0.0001
        75        96  0.344860E-01      0.0132      0.0001
        76       192  0.816420E-01      0.0191      0.0001
        77        96  0.715230E-01      0.0102      0.0001
        78        96  0.118694E+00      0.0074      0.0001
        79        96  0.918770E-01      0.0089      0.0001
        80        48  0.962130E-01      0.0043      0.0001
        81        32  0.699580E-01      0.0035      0.0001
        82        16  0.000000E+00      0.0028      0.0002


 Infinite Temperature Limit
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1       192  0.126190E+00      0.0168      0.0001
         2        48  0.922770E-01      0.0042      0.0001
         3        96  0.121065E+00      0.0084      0.0001
         4        96  0.155099E+00      0.0084      0.0001
         5        48  0.159765E+00      0.0042      0.0001
         6        96  0.138779E+00      0.0084      0.0001
         7        96  0.106118E+00      0.0084      0.0001
         8       192  0.127468E+00      0.0168      0.0001
         9       192  0.109180E+00      0.0168      0.0001
        10       192  0.961610E-01      0.0168      0.0001
        11       192  0.824290E-01      0.0168      0.0001
        12       192  0.101496E+00      0.0168      0.0001
        13       192  0.917300E-01      0.0168      0.0001
        14       192  0.116155E+00      0.0168      0.0001
        15       192  0.121911E+00      0.0168      0.0001
        16       192  0.956900E-01      0.0168      0.0001
        17       192  0.912920E-01      0.0168      0.0001
        18       192  0.913950E-01      0.0168      0.0001
        19        96  0.851570E-01      0.0084      0.0001
        20        96  0.984460E-01      0.0084      0.0001
        21       192  0.137701E+00      0.0168      0.0001
        22       192  0.118752E+00      0.0168      0.0001
        23        96  0.157620E+00      0.0084      0.0001
        24        96  0.146379E+00      0.0084      0.0001
        25       192  0.136935E+00      0.0168      0.0001
        26       192  0.121064E+00      0.0168      0.0001
        27       192  0.113960E+00      0.0168      0.0001
        28       192  0.122008E+00      0.0168      0.0001
        29        96  0.106937E+00      0.0084      0.0001
        30       192  0.145661E+00      0.0168      0.0001
        31        96  0.144624E+00      0.0084      0.0001
        32       192  0.128507E+00      0.0168      0.0001
        33       192  0.115360E+00      0.0168      0.0001
        34       192  0.138291E+00      0.0168      0.0001
        35       192  0.124860E+00      0.0168      0.0001
        36       192  0.108384E+00      0.0168      0.0001
        37       192  0.130188E+00      0.0168      0.0001
        38        96  0.121257E+00      0.0084      0.0001
        39       192  0.100861E+00      0.0168      0.0001
        40        96  0.137945E+00      0.0084      0.0001
        41       192  0.101536E+00      0.0168      0.0001
        42        96  0.102955E+00      0.0084      0.0001
        43        96  0.104044E+00      0.0084      0.0001
        44        96  0.792690E-01      0.0084      0.0001
        45        96  0.102290E+00      0.0084      0.0001
        46       192  0.935600E-01      0.0168      0.0001
        47       192  0.109509E+00      0.0168      0.0001
        48       192  0.788530E-01      0.0168      0.0001
        49       192  0.730000E-01      0.0168      0.0001
        50       192  0.922970E-01      0.0168      0.0001
        51        48  0.906280E-01      0.0042      0.0001
        52        96  0.103567E+00      0.0084      0.0001
        53        48  0.160354E+00      0.0042      0.0001
        54        96  0.136382E+00      0.0084      0.0001
        55       192  0.132060E+00      0.0168      0.0001
        56       192  0.127334E+00      0.0168      0.0001
        57        32  0.140170E+00      0.0028      0.0001
        58        96  0.117039E+00      0.0084      0.0001
        59        96  0.117579E+00      0.0084      0.0001
        60       192  0.106697E+00      0.0168      0.0001
        61        96  0.107996E+00      0.0084      0.0001
        62        16  0.138538E+00      0.0014      0.0001
        63        96  0.770730E-01      0.0084      0.0001
        64       192  0.465440E-01      0.0168      0.0001
        65       192  0.687520E-01      0.0168      0.0001
        66       192  0.493650E-01      0.0168      0.0001
        67       192  0.606230E-01      0.0168      0.0001
        68        64  0.743950E-01      0.0056      0.0001
        69        96  0.446280E-01      0.0084      0.0001
        70       192  0.585520E-01      0.0168      0.0001
        71       192  0.476710E-01      0.0168      0.0001
        72        96  0.822170E-01      0.0084      0.0001
        73       192  0.498970E-01      0.0168      0.0001
        74        96  0.866720E-01      0.0084      0.0001
        75        96  0.344860E-01      0.0084      0.0001
        76       192  0.816420E-01      0.0168      0.0001
        77        96  0.715230E-01      0.0084      0.0001
        78        96  0.118694E+00      0.0084      0.0001
        79        96  0.918770E-01      0.0084      0.0001
        80        48  0.962130E-01      0.0042      0.0001
        81        32  0.699580E-01      0.0028      0.0001
        82        16  0.000000E+00      0.0014      0.0001
